Drugbank.ID;DrugTargets;MeSH.ID;DiseaseProteins
DB00322;[7298];D000230;[5290, 7030, 84925, 7157, 5546, 116093, 324, 4968, 1033, 51201, 4841, 79663, 55193, 8312, 4233, 11236, 2271, 6421, 6392, 201163, 5979, 9516, 79058, 57509, 7428, 595, 8082, 3119, 3118, 949, 3709, 2034, 267015, 390218, 23095, 4276]
DB00530;[1956, 8856];D000230;[5290, 7030, 84925, 7157, 5546, 116093, 324, 4968, 1033, 51201, 4841, 79663, 55193, 8312, 4233, 11236, 2271, 6421, 6392, 201163, 5979, 9516, 79058, 57509, 7428, 595, 8082, 3119, 3118, 949, 3709, 2034, 267015, 390218, 23095, 4276]
DB00317;[1956];D000232;[5290, 7030, 84925, 7157, 5546, 116093, 324, 4968, 1033, 51201, 4841, 79663, 55193, 8312, 4233, 11236, 2271, 6421, 6392, 201163, 5979, 9516, 79058, 57509, 7428, 595, 8082, 3119, 3118, 949, 3709, 2034, 267015, 390218, 23095, 4276]
DB00674;[590, 1140, 1138, 1146, 1144, 1143, 1145, 1137, 43, 1135, 1136, 1141, 1139, 1134];D000232;[55103, 2629, 7305, 9627, 4535, 4536, 54209, 5663, 351, 5664, 5071, 348, 4973, 339761, 10452, 274, 8301, 283226, 10347, 338399, 1191, 51435, 344558, 643680, 10913, 25902, 1378, 341, 23607, 9846, 23036, 64231, 2041, 945, 5819, 51338]
DB01043;[2903, 3359, 116443, 2904];D000232;[55103, 2629, 7305, 9627, 4535, 4536, 54209, 5663, 351, 5664, 5071, 348, 4973, 339761, 10452, 274, 8301, 283226, 10347, 338399, 1191, 51435, 344558, 643680, 10913, 25902, 1378, 341, 23607, 9846, 23036, 64231, 2041, 945, 5819, 51338]
DB00163;[5579, 5578, 1606, 240, 284904, 23541, 5515, 8856, 5516];D000232;[55103, 2629, 7305, 9627, 4535, 4536, 54209, 5663, 351, 5664, 5071, 348, 4973, 339761, 10452, 274, 8301, 283226, 10347, 338399, 1191, 51435, 344558, 643680, 10913, 25902, 1378, 341, 23607, 9846, 23036, 64231, 2041, 945, 5819, 51338]
DB00843;[3356, 43];D000232;[55103, 2629, 7305, 9627, 4535, 4536, 54209, 5663, 351, 5664, 5071, 348, 4973, 339761, 10452, 274, 8301, 283226, 10347, 338399, 1191, 51435, 344558, 643680, 10913, 25902, 1378, 341, 23607, 9846, 23036, 64231, 2041, 945, 5819, 51338]
DB00989;[590, 43];D000232;[55103, 2629, 7305, 9627, 4535, 4536, 54209, 5663, 351, 5664, 5071, 348, 4973, 339761, 10452, 274, 8301, 283226, 10347, 338399, 1191, 51435, 344558, 643680, 10913, 25902, 1378, 341, 23607, 9846, 23036, 64231, 2041, 945, 5819, 51338]
DB01037;[4129, 4128];D000232;[55103, 2629, 7305, 9627, 4535, 4536, 54209, 5663, 351, 5664, 5071, 348, 4973, 339761, 10452, 274, 8301, 283226, 10347, 338399, 1191, 51435, 344558, 643680, 10913, 25902, 1378, 341, 23607, 9846, 23036, 64231, 2041, 945, 5819, 51338]
DB00740;[23657, 6331];D000690;[6647, 57679, 2521, 10133, 54822, 9217, 55277, 1639, 4744, 23064, 9896, 6311, 23435, 7415, 283, 29978, 203228, 1804, 79970, 7074, 998, 23025, 22920, 56832, 155061, 203228]
DB00158;[2350];D000740;[212, 7056, 629, 10661, 3426, 6125, 6708, 2038, 3040, 3043, 7015, 6165, 2821, 5277, 146059, 22, 50943, 1719, 79728, 6204, 6223, 2035, 546, 6201, 2175, 2176, 2178, 6229, 4891, 100505503, 2177, 2623, 203, 718, 10560, 2729, 55215, 6521, 8029, 2187, 3075, 286, 2189, 81693, 6710, 4683, 10483, 3039, 55120, 4179, 51251, 6135, 164656, 2539, 80324, 3098, 3458, 6231, 81494, 6218, 3704]
DB00126;[79676, 8424, 5066, 5352, 5351, 121642, 1621, 5033, 55217, 8985, 5264, 112399, 54681, 221120, 9963, 112398, 54583, 64175, 3938];D000740;[212, 7056, 629, 10661, 3426, 6125, 6708, 2038, 3040, 3043, 7015, 6165, 2821, 5277, 146059, 22, 50943, 1719, 79728, 6204, 6223, 2035, 546, 6201, 2175, 2176, 2178, 6229, 4891, 100505503, 2177, 2623, 203, 718, 10560, 2729, 55215, 6521, 8029, 2187, 3075, 286, 2189, 81693, 6710, 4683, 10483, 3039, 55120, 4179, 51251, 6135, 164656, 2539, 80324, 3098, 3458, 6231, 81494, 6218, 3704]
DB00165;[8566];D000740;[212, 7056, 629, 10661, 3426, 6125, 6708, 2038, 3040, 3043, 7015, 6165, 2821, 5277, 146059, 22, 50943, 1719, 79728, 6204, 6223, 2035, 546, 6201, 2175, 2176, 2178, 6229, 4891, 100505503, 2177, 2623, 203, 718, 10560, 2729, 55215, 6521, 8029, 2187, 3075, 286, 2189, 81693, 6710, 4683, 10483, 3039, 55120, 4179, 51251, 6135, 164656, 2539, 80324, 3098, 3458, 6231, 81494, 6218, 3704]
DB00163;[5579, 5578, 1606, 240, 284904, 23541, 5515, 8856, 5516];D000743;[629, 3426, 6708, 3040, 3043, 2821, 5277, 146059, 7056, 2035, 546, 10661, 10483, 2038, 2623, 203, 718, 50943, 6521, 2729, 6710, 51251, 3039, 4179, 2539, 3098, 286, 81494, 3075]
DB00489;[153, 154, 3757];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00204;[3768, 3757];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01193;[153, 154];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00281;[6336, 1956, 6331];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00343;[786];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00390;[476];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01182;[6331, 3757];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01035;[6331, 1786];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00571;[155, 153, 3351, 154, 3350];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01064;[8503, 155, 5594, 5296, 5295, 153, 154];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01118;[8912, 9254, 153, 3757];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00680;[6331];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00280;[1128, 1129, 3751, 1131, 3752, 6331];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01195;[6331, 6329];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00661;[784, 774, 776, 775, 782, 773, 3767, 785, 779, 778, 3757, 8913, 8911, 6532, 6331, 783];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00379;[196, 6331];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00308;[775, 786, 3775, 782, 3767, 90134, 3757];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB00908;[6331, 3757, 3775];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB04855;[784, 775, 151, 152, 782, 783, 150, 785, 779, 153, 3757, 778, 147, 776, 146, 148, 6323];D001145;[3759, 10060, 10142, 3753, 10008, 3757, 9992, 10021, 6640, 859, 23171, 287, 775, 3762, 3741, 6324, 55800, 4624, 2702, 1804, 3784, 783, 4878, 51422, 6330, 6331, 3782, 5308, 729075, 9722, 463, 387101, 25903, 387119]
DB01113;[5142, 10846];D001157;[4040, 23209, 8997, 84159, 59, 7015, 4205, 54984, 79659, 217, 65264, 5294, 55973, 6943, 6387, 114036, 8882, 1909, 653163, 9992, 63951, 51530, 11173, 57674, 100130537, 6597, 28, 10895, 56979, 3184, 2921, 341, 8613, 221692, 23294, 23293, 80310, 10400, 168455, 100130239, 10151, 84439, 375056, 54805, 1330, 100271444, 100048912, 1495, 1952, 22808, 10743, 1284, 4018, 84722, 1282, 348, 57608, 3988, 55759, 1008, 22882, 347704]
DB00086;[5340, 2149];D001157;[4040, 23209, 8997, 84159, 59, 7015, 4205, 54984, 79659, 217, 65264, 5294, 55973, 6943, 6387, 114036, 8882, 1909, 653163, 9992, 63951, 51530, 11173, 57674, 100130537, 6597, 28, 10895, 56979, 3184, 2921, 341, 8613, 221692, 23294, 23293, 80310, 10400, 168455, 100130239, 10151, 84439, 375056, 54805, 1330, 100271444, 100048912, 1495, 1952, 22808, 10743, 1284, 4018, 84722, 1282, 348, 57608, 3988, 55759, 1008, 22882, 347704]
DB00627;[23475, 4837];D001161;[4040, 23209, 8997, 84159, 7015, 4205, 54984, 79659, 217, 65264, 5294, 55973, 6943, 6387, 114036, 1909, 653163, 9992, 63951, 51530, 11173, 100130537, 6597, 28, 8882, 341, 8613, 221692, 23294, 348, 80310, 10400, 168455, 100130239, 10151, 84439, 375056, 54805, 100271444, 100048912, 1952, 22808, 10743, 1284, 4018, 84722, 1282, 23293, 57608, 3988, 55759, 22882, 347704]
DB01240;[5740, 64805, 5739];D001161;[4040, 23209, 8997, 84159, 7015, 4205, 54984, 79659, 217, 65264, 5294, 55973, 6943, 6387, 114036, 1909, 653163, 9992, 63951, 51530, 11173, 100130537, 6597, 28, 8882, 341, 8613, 221692, 23294, 348, 80310, 10400, 168455, 100130239, 10151, 84439, 375056, 54805, 100271444, 100048912, 1952, 22808, 10743, 1284, 4018, 84722, 1282, 23293, 57608, 3988, 55759, 22882, 347704]
DB00741;[301, 2908];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00328;[5468, 5742, 5743, 2739, 5320];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00635;[2908, 3290];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB01050;[1080, 596, 7056, 5327, 5742, 5743, 2169, 5468];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00620;[2908];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00795;[38, 1147, 3551, 23657, 5742, 5743, 240, 5468];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB01611;[51284, 54106];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB01234;[301, 2908, 190, 4843];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00605;[5742, 5743, 5595, 231, 5467];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00586;[3786, 3785, 41, 5742, 5743, 240, 5320, 6329];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00482;[5170, 5743];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00749;[5742, 5743, 6256];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB01009;[3577, 5743, 5742];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00788;[5742, 5743];D001168;[4282, 7369, 115352, 3569, 4277, 4148, 3663, 6775, 54829, 56172, 4049, 8200, 23569, 2487, 56606, 3309, 4795, 7124, 6583, 100507436, 7128, 23046, 7117, 259308, 116085, 3123, 3127, 3559, 25949, 10665, 267015, 389715, 400867, 3837, 3135, 200734, 1493, 23569, 167826, 3132, 6014, 149233, 344423, 164832, 10758, 56244, 55937, 100270827, 23263, 200728, 79722, 84871, 196527, 51752, 90355, 389203, 7536, 5966, 1235, 79667, 3663, 353011, 4055, 26147, 53940, 640, 5871, 257397, 83648, 7547, 3593, 390283, 100271278, 7092, 3516, 114182, 56606, 6366, 4276, 359775, 344462, 2895, 864, 10678, 23534, 54665, 729816, 5649, 9755, 5211, 958, 11170, 54875, 10085, 26191, 3107, 40, 326, 5289, 147, 391282, 3899, 6446, 3119, 3118, 3117, 139363, 4855, 7185]
DB00860;[2908];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00788;[5742, 5743];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB01009;[3577, 5743, 5742];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00091;[819, 5535, 5478];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
