Drugbank.ID;DrugTargets;MeSH.ID;DiseaseProteins
DB01076;[196, 1803, 3156];D003924;[6833, 9479, 3636, 23101, 3630, 8462, 4760, 5078, 11132, 5506, 6927, 3651, 4535, 6517, 57104, 3667, 5167, 9370, 6934, 3172, 3643, 640, 6928, 56999, 4544, 57118, 6480, 388125, 169792, 79571, 55323, 10296, 3667, 8622, 8567, 83795, 729611, 8549, 54469, 340460, 60685, 10239, 9223, 10253, 10363, 22837, 63826, 9559, 339799, 643550, 340598, 2888, 7297, 221895, 168850, 54602, 204010, 63951, 283460, 3087, 5789, 9055, 100130239, 145741, 677828, 8638, 10644, 116985, 89822, 136259, 645345, 3767, 9905, 6934, 2184, 9861, 3172, 140902, 100271597, 169026, 378805, 5122, 94241, 166336, 8872, 3784, 5184, 7466, 54901, 128486, 135154, 5937, 53335, 7103, 79068, 57624, 4853, 1852, 54536, 63892]
DB01029;[3725, 185];D003924;[6833, 9479, 3636, 23101, 3630, 8462, 4760, 5078, 11132, 5506, 6927, 3651, 4535, 6517, 57104, 3667, 5167, 9370, 6934, 3172, 3643, 640, 6928, 56999, 4544, 57118, 6480, 388125, 169792, 79571, 55323, 10296, 3667, 8622, 8567, 83795, 729611, 8549, 54469, 340460, 60685, 10239, 9223, 10253, 10363, 22837, 63826, 9559, 339799, 643550, 340598, 2888, 7297, 221895, 168850, 54602, 204010, 63951, 283460, 3087, 5789, 9055, 100130239, 145741, 677828, 8638, 10644, 116985, 89822, 136259, 645345, 3767, 9905, 6934, 2184, 9861, 3172, 140902, 100271597, 169026, 378805, 5122, 94241, 166336, 8872, 3784, 5184, 7466, 54901, 128486, 135154, 5937, 53335, 7103, 79068, 57624, 4853, 1852, 54536, 63892]
DB00222;[6833, 3758, 3767];D003924;[6833, 9479, 3636, 23101, 3630, 8462, 4760, 5078, 11132, 5506, 6927, 3651, 4535, 6517, 57104, 3667, 5167, 9370, 6934, 3172, 3643, 640, 6928, 56999, 4544, 57118, 6480, 388125, 169792, 79571, 55323, 10296, 3667, 8622, 8567, 83795, 729611, 8549, 54469, 340460, 60685, 10239, 9223, 10253, 10363, 22837, 63826, 9559, 339799, 643550, 340598, 2888, 7297, 221895, 168850, 54602, 204010, 63951, 283460, 3087, 5789, 9055, 100130239, 145741, 677828, 8638, 10644, 116985, 89822, 136259, 645345, 3767, 9905, 6934, 2184, 9861, 3172, 140902, 100271597, 169026, 378805, 5122, 94241, 166336, 8872, 3784, 5184, 7466, 54901, 128486, 135154, 5937, 53335, 7103, 79068, 57624, 4853, 1852, 54536, 63892]
DB00741;[301, 2908];D004700;[5172, 215, 213, 668, 79983, 2657, 5741, 5078, 9479, 5506, 5071, 3651, 3557, 10232, 3172, 6648, 5626, 3973, 3559, 3762, 7809, 9370, 999, 84634, 135935, 1493, 9247, 8022, 1499, 269, 268, 3643, 3640, 6658, 2492, 51, 2798, 4978, 5573, 55997, 51079, 2064, 2778, 595, 169792, 190, 1482, 11132, 7038, 493856, 6662, 79728, 6517, 26012, 84733, 367, 2260, 1234, 4214, 3667, 8200, 3265, 6934, 672, 137814, 846, 6716, 2253, 6777, 6770, 640, 55636, 7422, 4535, 50506, 6833, 3758, 122042, 79577, 8462, 23405, 6928, 3295, 6927, 3293, 1589, 1636, 7157, 1730, 7490, 1586, 8820, 1584, 1585, 57104, 55315, 2688, 115352, 405753, 284654, 346171, 2332, 64135, 22800, 10019, 7849, 3630, 3077, 6528, 3284, 344018, 7080, 1027, 1188, 59341, 1187, 256297, 2516, 2693, 2692, 2690, 128674, 3636, 4089, 23101, 551, 5290, 4760, 6899, 5889, 3730, 6557, 389434, 5979, 50846, 326, 675, 7474, 207, 5167, 9049, 60675, 6736, 9210, 8086, 7068, 7253, 5892, 5444, 23022, 4221, 7466, 100131609, 3710, 9055, 10296, 112744, 8622, 9861, 8549, 26471, 60685, 80736, 571, 400223, 22836, 22837, 5820, 442257, 643550, 57827, 23, 3122, 11278, 3120, 28, 3127, 7054, 11116, 54602, 10666, 9905, 63951, 56169, 283460, 29113, 267017, 54901, 352961, 145741, 80737, 8638, 3481, 5144, 1797, 9374, 10529, 23274, 1493, 84991, 51562, 3132, 246778, 64375, 392371, 394263, 8872, 29121, 646702, 723961, 3304, 7253, 7919, 81037, 3123, 340460, 55584, 56244, 2065, 139716, 55328, 57118, 388125, 169792, 55323, 116935, 221527, 2494, 7031, 7032, 253013, 100271197, 399, 3305, 5491, 832, 100270925, 340598, 83657, 4439, 1852, 54469, 2304, 387934, 7916, 55423, 389203, 3767, 128486, 6821, 1236, 285600, 3586, 55729, 56984, 54796, 89822, 100271203, 136259, 8567, 6934, 5771, 440387, 100271597, 378805, 5122, 4758, 166336, 440574, 7148, 114904, 4295, 79068, 2252, 9559, 53335, 389840, 196951, 399716, 644020, 430, 56999, 140902, 578, 30011, 80862, 79571, 629, 729611, 4279, 6605, 283598, 100271271, 10253, 7015, 7917, 353006, 23242, 339799, 2834, 22979, 79887, 80069, 10665, 100130239, 2888, 3559, 3516, 4544, 387103, 5696, 204010, 115352, 1504, 6048, 5789, 25865, 53347, 4277, 4276, 677828, 7297, 10644, 64135, 84898, 10019, 267015, 80762, 2184, 3667, 116985, 3172, 3087, 94241, 58504, 3119, 5184, 344462, 6753, 55384, 969, 63877, 8935, 100270827, 6480, 1512, 25817, 285834, 388011, 286749, 54665, 3630, 729816, 6891, 6890, 647201, 63826, 2914, 55876, 10239, 10363, 3232, 3231, 3109, 83795, 9223, 26191, 3107, 60468, 221895, 168850, 717, 3973, 266722, 2745, 3976, 81848, 100271063, 8635, 4008, 10554, 26797, 4094, 4254, 100271600, 645345, 7103, 3117, 169026, 84312, 57706, 3784, 3118, 1601, 84162, 3112, 135154, 5937, 8859, 54536, 80018, 4853, 57624, 4855, 1761, 6231, 7466, 63892]
DB00396;[2099, 5241, 4306, 1586];D004700;[5172, 215, 213, 668, 79983, 2657, 5741, 5078, 9479, 5506, 5071, 3651, 3557, 10232, 3172, 6648, 5626, 3973, 3559, 3762, 7809, 9370, 999, 84634, 135935, 1493, 9247, 8022, 1499, 269, 268, 3643, 3640, 6658, 2492, 51, 2798, 4978, 5573, 55997, 51079, 2064, 2778, 595, 169792, 190, 1482, 11132, 7038, 493856, 6662, 79728, 6517, 26012, 84733, 367, 2260, 1234, 4214, 3667, 8200, 3265, 6934, 672, 137814, 846, 6716, 2253, 6777, 6770, 640, 55636, 7422, 4535, 50506, 6833, 3758, 122042, 79577, 8462, 23405, 6928, 3295, 6927, 3293, 1589, 1636, 7157, 1730, 7490, 1586, 8820, 1584, 1585, 57104, 55315, 2688, 115352, 405753, 284654, 346171, 2332, 64135, 22800, 10019, 7849, 3630, 3077, 6528, 3284, 344018, 7080, 1027, 1188, 59341, 1187, 256297, 2516, 2693, 2692, 2690, 128674, 3636, 4089, 23101, 551, 5290, 4760, 6899, 5889, 3730, 6557, 389434, 5979, 50846, 326, 675, 7474, 207, 5167, 9049, 60675, 6736, 9210, 8086, 7068, 7253, 5892, 5444, 23022, 4221, 7466, 100131609, 3710, 9055, 10296, 112744, 8622, 9861, 8549, 26471, 60685, 80736, 571, 400223, 22836, 22837, 5820, 442257, 643550, 57827, 23, 3122, 11278, 3120, 28, 3127, 7054, 11116, 54602, 10666, 9905, 63951, 56169, 283460, 29113, 267017, 54901, 352961, 145741, 80737, 8638, 3481, 5144, 1797, 9374, 10529, 23274, 1493, 84991, 51562, 3132, 246778, 64375, 392371, 394263, 8872, 29121, 646702, 723961, 3304, 7253, 7919, 81037, 3123, 340460, 55584, 56244, 2065, 139716, 55328, 57118, 388125, 169792, 55323, 116935, 221527, 2494, 7031, 7032, 253013, 100271197, 399, 3305, 5491, 832, 100270925, 340598, 83657, 4439, 1852, 54469, 2304, 387934, 7916, 55423, 389203, 3767, 128486, 6821, 1236, 285600, 3586, 55729, 56984, 54796, 89822, 100271203, 136259, 8567, 6934, 5771, 440387, 100271597, 378805, 5122, 4758, 166336, 440574, 7148, 114904, 4295, 79068, 2252, 9559, 53335, 389840, 196951, 399716, 644020, 430, 56999, 140902, 578, 30011, 80862, 79571, 629, 729611, 4279, 6605, 283598, 100271271, 10253, 7015, 7917, 353006, 23242, 339799, 2834, 22979, 79887, 80069, 10665, 100130239, 2888, 3559, 3516, 4544, 387103, 5696, 204010, 115352, 1504, 6048, 5789, 25865, 53347, 4277, 4276, 677828, 7297, 10644, 64135, 84898, 10019, 267015, 80762, 2184, 3667, 116985, 3172, 3087, 94241, 58504, 3119, 5184, 344462, 6753, 55384, 969, 63877, 8935, 100270827, 6480, 1512, 25817, 285834, 388011, 286749, 54665, 3630, 729816, 6891, 6890, 647201, 63826, 2914, 55876, 10239, 10363, 3232, 3231, 3109, 83795, 9223, 26191, 3107, 60468, 221895, 168850, 717, 3973, 266722, 2745, 3976, 81848, 100271063, 8635, 4008, 10554, 26797, 4094, 4254, 100271600, 645345, 7103, 3117, 169026, 84312, 57706, 3784, 3118, 1601, 84162, 3112, 135154, 5937, 8859, 54536, 80018, 4853, 57624, 4855, 1761, 6231, 7466, 63892]
DB00313;[18, 36, 9734];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00555;[6326];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00273;[762, 6323, 2897, 2554, 760];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB01068;[2569, 2554, 2555, 2556, 2557, 2561, 2560, 2563, 2562, 2565, 2567, 2566, 2570, 706];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB06201;[2915];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00949;[2903, 116443, 2904];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00829;[2569, 2554, 2555, 2556, 2561, 2560, 2563, 2562, 2565, 2567, 2566, 2570, 706];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00996;[774, 9254, 134];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00230;[773];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00819;[762, 760, 759, 358];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB01202;[774, 9900];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00564;[6331];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB01080;[2550, 18];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00794;[1139, 2554, 2555, 2556, 2557, 2559, 1137, 2891, 2898];D004827;[1141, 57465, 7957, 1181, 114327, 950, 2563, 2562, 2566, 6326, 6323, 378884, 84059, 170302, 6792, 846, 1137, 1135, 144165, 2554, 9211, 785, 3786, 154881, 3785, 1822, 8912, 6335, 9570, 1476, 166336, 23271]
DB00635;[2908, 3290];D005128;[3299, 1302, 668, 50484, 2652, 1261, 6121, 10210, 8546, 10516, 11232, 24, 1545, 7306, 4901, 3791, 3257, 762, 10585, 54507, 9129, 4867, 6247, 5148, 718, 5146, 3769, 5145, 7399, 2700, 5995, 1292, 1493, 64072, 343035, 54714, 8842, 5428, 5309, 84146, 84140, 6017, 7253, 89781, 4647, 4137, 169522, 84233, 10594, 134430, 4976, 2074, 291, 5158, 24148, 9094, 1121, 1123, 6100, 3679, 4653, 60506, 83959, 8322, 90167, 493856, 6785, 2780, 4284, 6261, 80207, 6663, 79803, 1634, 22999, 1421, 1524, 8754, 1409, 26258, 29914, 5961, 7439, 1258, 1259, 3664, 611, 10133, 80184, 124590, 65217, 4117, 79147, 4359, 6935, 4541, 4540, 346007, 64218, 130557, 338917, 114902, 79955, 5080, 83394, 1406, 220202, 2979, 83552, 1001, 3614, 80144, 93589, 64221, 83872, 3000, 7099, 55812, 2200, 1420, 4538, 4539, 4942, 4535, 4536, 79947, 4948, 341640, 23418, 84343, 84059, 25861, 115352, 375298, 3850, 7299, 728458, 3075, 6010, 25794, 5654, 11234, 7840, 5340, 4935, 5956, 84100, 6295, 2218, 6094, 388939, 57190, 26121, 84062, 92211, 3859, 7401, 56652, 387715, 7287, 10002, 57096, 57094, 55975, 768206, 9227, 84839, 145226, 30813, 4166, 4519, 7078, 4909, 4512, 5149, 6103, 6102, 4514, 10083, 5925, 57167, 51151, 1293, 200576, 1291, 1296, 388552, 23746, 55605, 2301, 778, 2978, 123016, 81794, 10461, 4286, 26504, 4508, 9215, 7045, 1280, 3420, 4016, 5444, 50939, 1471, 167691, 4990, 23020, 6101, 7466, 3710, 22930, 718, 23, 1071, 10665, 402184, 29113, 267016, 84898, 3990, 352961, 8224, 8870, 4336, 8635, 387122, 1797, 10529, 3135, 9709, 1493, 394263, 100270952, 149233, 646702, 7253, 170680, 10554, 4137, 55584, 926, 360023, 116935, 221527, 5156, 399, 6148, 728402, 4280, 4285, 353007, 340198, 221416, 80122, 10877, 285600, 3586, 3662, 59338, 170679, 100048912, 353010, 23418, 118663, 780, 4295, 440270, 5978, 7422, 2165, 10228, 10866, 54535, 80864, 80862, 3595, 629, 54499, 441726, 390616, 11116, 10255, 353006, 4340, 259266, 857, 858, 353011, 115352, 6048, 3080, 4276, 4279, 3075, 267015, 3078, 7148, 5654, 81579, 58504, 344462, 57369, 729075, 387715, 285834, 7936, 6499, 9451, 4016, 343450, 2914, 3106, 3107, 100130889, 221294, 717, 266722, 5923, 253018, 729816, 285829, 8797, 3119, 3118, 3426, 8859, 81494]
DB00836;[773, 5443, 4985, 4986, 4988, 801];D005759;[345611, 149233, 3663, 3587, 3588, 55054, 5243, 64127, 1788, 3717, 8927, 345611, 7128, 23046, 3132, 2615, 6122, 728010, 359779, 10067, 5820, 3554, 8863, 3575, 11262, 55054, 3127, 3559, 11116, 134288, 25824, 8807, 544, 55765, 163486, 29117, 400867, 2859, 85480, 677, 84624, 441108, 167826, 11273, 253430, 100271063, 149233, 2835, 5307, 4485, 157638, 54546, 10320, 8600, 5155, 23308, 63027, 150962, 100271352, 2308, 4046, 3579, 3663, 343727, 6304, 3577, 8209, 57707, 51750, 57511, 221416, 85407, 140717, 64170, 127281, 2768, 3586, 2524, 8204, 56984, 55722, 653437, 55600, 23252, 8453, 2646, 5771, 150280, 10221, 100130988, 3394, 85027, 6774, 9966, 284358, 7422, 3123, 100129306, 9555, 54535, 1001, 64167, 3593, 56677, 56169, 3595, 100271600, 2297, 2294, 23406, 7850, 5334, 283234, 2805, 131096, 1738, 257177, 3458, 100271520, 219771, 356, 84619, 375616, 339479, 64407, 159296, 7297, 639, 8771, 100271305, 647215, 54361, 80762, 120892, 3172, 326275, 2212, 6354, 402569, 400935, 3117, 120400, 144811, 57178, 944, 746, 4088, 56301, 56946, 55876, 1050, 6550, 1811, 6347, 8764, 26191, 60468, 1611, 80315, 327, 3976, 22891, 147, 391282, 91975, 10171, 134008, 146198, 117289, 5734, 11315, 57154, 7332, 1601, 1201, 8477, 8995, 124626, 64127, 9923, 54901, 91272, 63892]
DB00619;[1436, 25, 780, 3815, 4914, 5156, 5159];D005770;[2778, 27030, 5395, 1316, 4088, 4089, 11178, 5290, 79695, 4763, 5606, 3659, 4072, 4512, 862, 5979, 657, 843, 324, 4595, 6049, 4092, 207, 3815, 999, 673, 7486, 5157, 8313, 1499, 2956, 5156, 4233, 7048, 2042, 6392, 6390, 6391, 4522, 4293, 4292, 7157, 9940, 4436, 3845, 2064, 51741, 217, 120376, 283450, 11200, 7227, 57497, 8125, 11221, 347730, 644540, 51196, 5562, 26137, 652, 650, 4092, 6581, 55892, 3911, 5144, 466, 999, 401475, 10391, 5462, 125, 26585, 100271596, 80724, 222643, 728615, 6447, 861, 220959, 57609, 643503, 1452, 8667, 100271015, 85415]
DB00997;[7153];D005770;[2778, 27030, 5395, 1316, 4088, 4089, 11178, 5290, 79695, 4763, 5606, 3659, 4072, 4512, 862, 5979, 657, 843, 324, 4595, 6049, 4092, 207, 3815, 999, 673, 7486, 5157, 8313, 1499, 2956, 5156, 4233, 7048, 2042, 6392, 6390, 6391, 4522, 4293, 4292, 7157, 9940, 4436, 3845, 2064, 51741, 217, 120376, 283450, 11200, 7227, 57497, 8125, 11221, 347730, 644540, 51196, 5562, 26137, 652, 650, 4092, 6581, 55892, 3911, 5144, 466, 999, 401475, 10391, 5462, 125, 26585, 100271596, 80724, 222643, 728615, 6447, 861, 220959, 57609, 643503, 1452, 8667, 100271015, 85415]
DB01085;[1128, 1129, 1131];D006258;[595, 7157, 8626, 11178, 79577, 7048, 9940, 51741, 3265, 4293, 51079, 6049, 4221, 217, 55504, 352997, 352995, 283450, 353021, 131, 353003, 353002, 4340, 222643, 3123, 3106, 51196, 2304, 113510, 26278, 346171, 80018, 285829, 5144, 387122, 10391, 2122, 125, 51562, 8125, 80724, 392371, 57497, 3117, 861, 1452, 84312]
DB01005;[6240];D006258;[595, 7157, 8626, 11178, 79577, 7048, 9940, 51741, 3265, 4293, 51079, 6049, 4221, 217, 55504, 352997, 352995, 283450, 353021, 131, 353003, 353002, 4340, 222643, 3123, 3106, 51196, 2304, 113510, 26278, 346171, 80018, 285829, 5144, 387122, 10391, 2122, 125, 51562, 8125, 80724, 392371, 57497, 3117, 861, 1452, 84312]
DB01248;[81027, 596];D006258;[595, 7157, 8626, 11178, 79577, 7048, 9940, 51741, 3265, 4293, 51079, 6049, 4221, 217, 55504, 352997, 352995, 283450, 353021, 131, 353003, 353002, 4340, 222643, 3123, 3106, 51196, 2304, 113510, 26278, 346171, 80018, 285829, 5144, 387122, 10391, 2122, 125, 51562, 8125, 80724, 392371, 57497, 3117, 861, 1452, 84312]
DB00570;[7283, 3725, 7846, 203068];D006258;[595, 7157, 8626, 11178, 79577, 7048, 9940, 51741, 3265, 4293, 51079, 6049, 4221, 217, 55504, 352997, 352995, 283450, 353021, 131, 353003, 353002, 4340, 222643, 3123, 3106, 51196, 2304, 113510, 26278, 346171, 80018, 285829, 5144, 387122, 10391, 2122, 125, 51562, 8125, 80724, 392371, 57497, 3117, 861, 1452, 84312]
DB00571;[155, 153, 3351, 154, 3350];D006331;[3920, 2657, 10060, 7112, 131118, 1832, 1837, 6640, 84159, 6324, 1674, 51778, 287, 3762, 7804, 673, 6444, 6442, 3757, 55172, 5663, 1829, 2316, 1824, 345895, 6654, 4646, 4878, 8701, 3845, 55997, 4973, 3827, 4893, 4634, 7139, 1482, 88, 6901, 9992, 6389, 7134, 7137, 4205, 5318, 6262, 6261, 64446, 23171, 55036, 83544, 2070, 11155, 8048, 3741, 23414, 7021, 55800, 4624, 4625, 4626, 137814, 7273, 27019, 783, 5573, 51422, 57057, 23389, 241, 7547, 3759, 10142, 3753, 54880, 9531, 4633, 5664, 7015, 10021, 2200, 7092, 859, 182, 5781, 7414, 79188, 123872, 2626, 3728, 4607, 6330, 4838, 7168, 3784, 221421, 2218, 2697, 10008, 11216, 6899, 92579, 5350, 4000, 1756, 85366, 775, 948, 8557, 6736, 70, 4040, 2702, 339829, 1804, 78987, 125972, 8997, 282996, 7405, 2006, 6331, 57158, 5894, 23022, 91624, 1767, 4851, 51314, 217, 120114, 1308, 283652, 100271434, 2099, 28, 255738, 8658, 25771, 63951, 23294, 23293, 84439, 23768, 7809, 56996, 1952, 283849, 11278, 29994, 5308, 57608, 25817, 55759, 6597, 65264, 284217, 6387, 9992, 121536, 6662, 170690, 100128390, 8882, 64848, 55742, 100130239, 9722, 79660, 100271444, 100048912, 84722, 7709, 9960, 79192, 387119, 9531, 1874, 114036, 79822, 653163, 51530, 84441, 387101, 25903, 25902, 10400, 10151, 8613, 375056, 463, 98, 3781, 22808, 54805, 10743, 2890, 729075, 390345, 79659, 55973, 6943, 11173, 2581, 80310, 221692, 151126, 771, 22822, 3782, 1284, 4018, 1282, 284252, 3988]
DB00635;[2908, 3290];D006402;[3717, 212, 6125, 3040, 3043, 8546, 25, 7454, 5277, 146059, 7450, 695, 5627, 5624, 7056, 23092, 11116, 2155, 4869, 546, 10661, 3998, 2244, 26258, 2158, 2159, 2243, 7390, 718, 54205, 3930, 8029, 2178, 6710, 171023, 10483, 3039, 2990, 11285, 92521, 81704, 2147, 89781, 3845, 80324, 2038, 55752, 7468, 5159, 595, 4893, 4891, 4179, 3092, 6708, 3273, 9659, 2821, 3674, 7015, 26127, 1719, 79728, 10600, 2176, 2177, 368, 2175, 2260, 2261, 2266, 3662, 1130, 50943, 973, 23218, 81693, 22, 79803, 83417, 1727, 4297, 4291, 7374, 164656, 3690, 5781, 2677, 2165, 3098, 2161, 2160, 2162, 11093, 629, 7504, 3257, 6165, 613, 974, 54790, 2057, 7158, 81608, 3458, 1290, 90411, 7150, 6204, 2157, 6201, 653361, 57379, 84343, 2815, 2623, 9509, 2624, 7297, 2153, 1528, 462, 6521, 2812, 10560, 2187, 3075, 1675, 2189, 5156, 11234, 94, 1991, 3205, 5340, 4683, 861, 11064, 867, 4689, 6774, 100505503, 2022, 84062, 286, 55120, 4763, 6218, 4089, 889, 79650, 2632, 64324, 4688, 124540, 51251, 959, 958, 5351, 1536, 84930, 4928, 6223, 2035, 2034, 4598, 6229, 29760, 388552, 1278, 203, 2629, 11235, 4094, 113189, 2729, 55215, 1277, 54583, 26503, 2120, 2122, 1281, 948, 3543, 7066, 1289, 3426, 6135, 56262, 2539, 7428, 6231, 81494, 83605, 729536, 3717, 54986, 79648, 8701, 645668, 3704]
DB00860;[2908];D006402;[3717, 212, 6125, 3040, 3043, 8546, 25, 7454, 5277, 146059, 7450, 695, 5627, 5624, 7056, 23092, 11116, 2155, 4869, 546, 10661, 3998, 2244, 26258, 2158, 2159, 2243, 7390, 718, 54205, 3930, 8029, 2178, 6710, 171023, 10483, 3039, 2990, 11285, 92521, 81704, 2147, 89781, 3845, 80324, 2038, 55752, 7468, 5159, 595, 4893, 4891, 4179, 3092, 6708, 3273, 9659, 2821, 3674, 7015, 26127, 1719, 79728, 10600, 2176, 2177, 368, 2175, 2260, 2261, 2266, 3662, 1130, 50943, 973, 23218, 81693, 22, 79803, 83417, 1727, 4297, 4291, 7374, 164656, 3690, 5781, 2677, 2165, 3098, 2161, 2160, 2162, 11093, 629, 7504, 3257, 6165, 613, 974, 54790, 2057, 7158, 81608, 3458, 1290, 90411, 7150, 6204, 2157, 6201, 653361, 57379, 84343, 2815, 2623, 9509, 2624, 7297, 2153, 1528, 462, 6521, 2812, 10560, 2187, 3075, 1675, 2189, 5156, 11234, 94, 1991, 3205, 5340, 4683, 861, 11064, 867, 4689, 6774, 100505503, 2022, 84062, 286, 55120, 4763, 6218, 4089, 889, 79650, 2632, 64324, 4688, 124540, 51251, 959, 958, 5351, 1536, 84930, 4928, 6223, 2035, 2034, 4598, 6229, 29760, 388552, 1278, 203, 2629, 11235, 4094, 113189, 2729, 55215, 1277, 54583, 26503, 2120, 2122, 1281, 948, 3543, 7066, 1289, 3426, 6135, 56262, 2539, 7428, 6231, 81494, 83605, 729536, 3717, 54986, 79648, 8701, 645668, 3704]
DB01119;[3767, 760, 3778, 6559, 476, 759];D006946;[3630, 729288, 442117, 391719, 339896, 10562, 79635, 391524, 11321, 4023, 7227, 22918, 1071, 100270945, 116519, 84320, 6262, 8658, 57829, 84811, 3254, 3479, 8882, 4544, 90768, 84226, 2158, 287, 3990, 79660, 84450, 2646, 9709, 100287887, 100270938, 22807, 100271597, 100147745, 10221, 100270950, 80059, 441726, 157638, 100270981, 29107]
DB01075;[3269];D006967;[3596, 94103, 2302, 2312, 30009, 80332, 4589, 7941, 710, 2161, 57628, 2615, 84640, 100131609, 5017, 4088, 3113, 3132, 401157, 253013, 90865, 55876, 388698, 644540, 3122, 9173, 3570, 9283, 23418, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 441376, 81794, 11127, 91137, 284110, 64375, 284382, 91056, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 2312, 3111, 3117, 149628, 5089, 4855, 56244]
DB00635;[2908, 3290];D006967;[3596, 94103, 2302, 2312, 30009, 80332, 4589, 7941, 710, 2161, 57628, 2615, 84640, 100131609, 5017, 4088, 3113, 3132, 401157, 253013, 90865, 55876, 388698, 644540, 3122, 9173, 3570, 9283, 23418, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 441376, 81794, 11127, 91137, 284110, 64375, 284382, 91056, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 2312, 3111, 3117, 149628, 5089, 4855, 56244]
DB01069;[1128, 1129, 1813, 1133, 1132, 1131, 148, 3356, 3269, 801];D006967;[3596, 94103, 2302, 2312, 30009, 80332, 4589, 7941, 710, 2161, 57628, 2615, 84640, 100131609, 5017, 4088, 3113, 3132, 401157, 253013, 90865, 55876, 388698, 644540, 3122, 9173, 3570, 9283, 23418, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 441376, 81794, 11127, 91137, 284110, 64375, 284382, 91056, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 2312, 3111, 3117, 149628, 5089, 4855, 56244]
